basic_trend_following,basic_mean_reversion,basic_breakout,basic_momentum,portfolio_enhanced_momentum,portfolio_enhanced_trend,portfolio_enhanced_breakout,portfolio_enhanced_mean_reversion
71436807.99017867,70048629.12809756,68988278.10530978,72550944.3123832,970772.5126767987,1078066.9967559576,1078349.3184012203,1325080.0053391126
69934822.36472292,69820522.99776143,68014454.4633333,71089848.49484892,965076.265990817,1028727.4508918524,1043654.3263152833,1325080.0053391126
69821080.47074735,69815617.05400808,67908736.95360178,70833780.43059674,968190.7984672422,965302.2775179148,1044428.7605332728,1325080.0053391126
68996409.49516422,69752798.0570223,67301223.7949152,69942515.03392306,957278.7161126966,947730.0477472544,1028059.9890684607,1325080.0053391126
68185676.4677335,69656188.8292668,66736080.0706275,69152850.70105475,954491.7880559796,940861.4654299021,1003078.6985332678,1314709.8809952405
68937770.30599621,69635064.05169436,67562078.42567557,69985216.67711058,961767.6909528608,952687.8842619658,1002266.349094739,1363369.6296829847
68982303.08585915,69659792.22488397,67593934.70920669,70132878.82491806,962130.0834546918,949246.1708501577,1003501.1934887994,1350606.3809952405
68510749.73997483,69577310.9899687,66888153.93022571,69373721.83513004,942949.9648080701,936245.2239254713,970120.7672220579,1341034.0053391126
68068864.84613715,69532604.38854179,66265536.3477184,68758113.22970879,921856.8632212514,921574.6362837553,984266.7718390091,1308328.2566513685
67921714.4141903,69483799.37222525,66035083.728523746,68453559.39729413,907008.0735751027,929956.5689455271,974198.0186058888,1313114.5053391126
68255976.72535586,69741112.86435056,66772287.09970724,69156415.21835601,929630.9808512563,946345.8543230295,982469.2369813878,1379323.6296829847
67956662.65458262,70026466.4347558,66551207.85765576,68853421.34889574,929384.4455557698,943202.8126016855,1006042.689098553,1335450.1296829847
67911398.61949694,70065123.79610842,66390408.309272796,68676409.06924534,936518.930697524,927293.6388221979,997481.4311877579,1328270.7566513685
68291124.24978685,70063257.1833769,66804292.25010104,69075887.61914484,991752.3705530996,950564.2080494165,1013084.3272825854,1325877.6323074964
68309797.8118464,69790738.60199559,66826020.810205065,69138788.14744961,997505.2351961965,951496.955567956,1024024.8209338589,1312316.7566513685
68029260.22129846,69141871.97870299,66111758.34381814,68509193.74666294,1007004.4963465566,918463.7320133448,1005136.5586461879,1276420.2566513685
67979895.50221871,68783048.93859297,65719449.96776636,68110021.01349366,982654.8270350331,919733.9246975183,991483.5960045811,1228948.666003671
68243814.90852645,69200404.8340368,66175879.27433486,68519962.58002499,1011461.3114329213,932550.8667331934,1008429.2468175788,1228181.8722252515
68163542.45485798,68860211.1059066,65874079.170423,68272243.91019775,993330.5257197255,923720.1996093988,999573.036851726,1228729.579740968
68038295.1380159,68715657.8355223,65597772.71245831,67978068.48441276,1009529.4316836232,910455.8416000605,979244.6370664332,1229058.2118487027
68083796.8177455,68573653.27540363,65728602.04445236,68028235.32666281,1041160.3484545583,897863.479647398,978773.4111042552,1230482.264415231
68553959.06641425,69832757.8421892,66849387.14366368,68955654.30245695,1048686.3409834737,915642.5693767071,980521.874546829,1233549.4449562696
68507390.26666103,69266470.29178303,66814379.58139637,68980327.43683776,1056990.7614260549,929158.4356310368,1013218.2719960653,1232782.6457504896
68185899.68399921,68572791.91231307,66324974.948658206,68439406.89974502,1043533.449654662,909318.9462406635,988421.4681173203,1233220.823703256
67920125.47830975,68679672.7019866,66035908.20462535,68192270.81459458,1003692.3762045735,906019.6993916035,978178.0258533526,1232782.6457504896
67846083.06974965,68834853.56353132,66011686.75554295,68160667.17610057,958070.4588595266,914769.9398596287,982204.1761931856,1235411.6700482038
68115365.18039772,69241798.09148133,66221635.22622676,68403658.90885413,975106.7588848475,915024.2863209248,978281.3254685993,1235411.6700482038
67520436.47997,68348004.54548453,65474265.230389245,67705421.22462542,968633.5280893265,903052.8219797611,945256.5250486603,1235411.6700482038
67658138.60560796,68100845.68534781,65672446.50878308,67930000.36336693,981764.0578700686,920878.8355605602,968493.6457088601,1235411.6700482038
67947482.62217134,68027992.71723251,65924366.4826915,68241631.30811334,994451.5567689138,945880.7688238621,1007320.6581250961,1235411.6700482038
68096185.27091384,68576704.81249775,66316850.513920955,68672063.59440356,1012993.6960838864,954127.8252394199,1005546.3427031664,1235411.6700482038
68206012.19055626,68556718.70482148,66561152.15637453,68914181.40830255,1030695.2286425518,966143.3730762005,1003429.899266995,1235411.6700482038
67954374.08917274,68465188.76732256,66143999.82252917,68528006.74074401,1046078.0384964317,957309.1733920574,993749.3664997378,1235411.6700482038
67695522.38166042,67725082.96052642,65773071.51632757,68294286.13374257,1028561.082578902,963262.6543934345,990190.6511944095,1235411.6700482038
67658987.94096142,67865790.22581525,66004386.11839373,68320154.94530866,1044589.5066382559,959491.1027195454,983073.2965629855,1235411.6700482038
67514637.11075938,67957891.14659686,65897332.13244199,68182556.02866134,1067644.9426196218,932299.5010106564,954603.422161893,1235411.6700482038
67927753.14603432,68817132.80779104,66567592.94808826,68787953.7397887,1044048.0610243342,945316.6572010517,975116.5139282504,1248647.7972149518
68518170.39958124,70104845.80156772,67333939.7470277,69392286.52657595,1040996.5096971025,955763.6576373577,997060.8430450717,1260119.0974545148
